codigo,codigo_pai,nome,situacao,nivel,tem_filhos,caminho
191,175,Protesto,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Protesto
192,175,Posse em Nome do Nascituro,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Posse em Nome do Nascituro
193,175,Produção Antecipada da Prova,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Produção Antecipada da Prova
194,175,Regulamentação de Visitas,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Regulamentação de Visitas
195,175,Separação de Corpos,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Separação de Corpos
196,175,Seqüestro,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Seqüestro
197,2,Recursos,A,2,True,PROCESSO CÍVEL E DO TRABALHO > Recursos
198,197,Apelação Cível,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Apelação Cível
199,197,Remessa Necessária Cível,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Remessa Necessária Cível
200,197,Agravos,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Recursos > Agravos
202,200,Agravo de Instrumento,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Agravos > Agravo de Instrumento
203,200,Agravo de Instrumento em Recurso Especial,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Agravos > Agravo de Instrumento em Recurso Especial
204,200,Agravo de Instrumento em Recurso Extraordinário,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Agravos > Agravo de Instrumento em Recurso Extraordinário
206,200,Agravo Regimental Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Agravos > Agravo Regimental Cível
207,197,Embargos,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Recursos > Embargos
208,207,Embargos Infringentes,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Embargos > Embargos Infringentes
210,207,Embargos Infringentes na Execução Fiscal,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Embargos > Embargos Infringentes na Execução Fiscal
211,197,Recurso Ordinário Cível,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recurso Ordinário Cível
212,197,Recurso Extraordinário,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recurso Extraordinário
213,197,Recurso Especial,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recurso Especial
214,2,Outros Procedimentos,A,2,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos
215,214,Incidentes,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes
216,215,Incidente De Arguição de Inconstitucionalidade Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Incidente De Arguição de Inconstitucionalidade Cível
218,215,Assistência Judiciária,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Assistência Judiciária
221,215,Conflito de competência cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Conflito de competência cível
224,215,Exceções,I,4,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Exceções
228,215,Exibição de Documento ou Coisa Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Exibição de Documento ou Coisa Cível
229,155,Impugnação ao Cumprimento de Sentença,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Cumprimento de Sentença/Decisão > Impugnação ao Cumprimento de Sentença
230,215,Impugnação ao Pedido de Assistência Litisconsorcial ou Simples,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Impugnação ao Pedido de Assistência Litisconsorcial ou Simples
231,215,Impugnação ao Valor da Causa Cível,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Impugnação ao Valor da Causa Cível
232,215,Incidente de Falsidade,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Incidente de Falsidade
233,215,Incidente de Uniformização de Jurisprudência,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Incidente de Uniformização de Jurisprudência
234,215,Remoção de Inventariante,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Remoção de Inventariante
236,215,Oposição,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Oposição
237,214,Atos e expedientes,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes
238,237,Avocatória,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Avocatória
239,237,Habilitação para Casamento,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Habilitação para Casamento
240,237,Instrução de Rescisória,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Instrução de Rescisória
241,237,Petição Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Petição Cível
242,237,Comunicação,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Comunicação
244,62,Reclamação,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Reclamação"
251,237,Registro de Casamento Nuncupativo,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Atos e expedientes > Registro de Casamento Nuncupativo
256,1198,Representação por Excesso de Prazo,A,2,False,PROCEDIMENTOS ADMINISTRATIVOS > Representação por Excesso de Prazo
257,214,Cartas,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Cartas
258,257,Carta de Ordem Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Cartas > Carta de Ordem Cível
261,257,Carta Precatória Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Cartas > Carta Precatória Cível
264,257,Carta Rogatória Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Cartas > Carta Rogatória Cível
268,0,PROCESSO CRIMINAL,A,1,True,PROCESSO CRIMINAL
269,268,Medidas Preparatórias,A,2,True,PROCESSO CRIMINAL > Medidas Preparatórias
270,269,Notícia-Crime,I,3,False,PROCESSO CRIMINAL > Medidas Preparatórias > Notícia-Crime
271,277,Representação Criminal,A,3,True,PROCESSO CRIMINAL > Procedimentos Investigatórios > Representação Criminal
272,271,Representação Criminal/Notícia de Crime,A,4,False,PROCESSO CRIMINAL > Procedimentos Investigatórios > Representação Criminal > Representação Criminal/Notícia de Crime
273,271,Pedido de Arquivamento em Representação Criminal,I,4,False,PROCESSO CRIMINAL > Procedimentos Investigatórios > Representação Criminal > Pedido de Arquivamento em Representação Criminal
274,269,Interpelações,A,3,True,PROCESSO CRIMINAL > Medidas Preparatórias > Interpelações
275,274,Notificação para Explicações,A,4,False,PROCESSO CRIMINAL > Medidas Preparatórias > Interpelações > Notificação para Explicações
276,274,Notificação para Explicações (Lei de Imprensa),A,4,False,PROCESSO CRIMINAL > Medidas Preparatórias > Interpelações > Notificação para Explicações (Lei de Imprensa)
277,268,Procedimentos Investigatórios,A,2,True,PROCESSO CRIMINAL > Procedimentos Investigatórios
278,277,Termo Circunstanciado,A,3,False,PROCESSO CRIMINAL > Procedimentos Investigatórios > Termo Circunstanciado
279,277,Inquérito Policial,A,3,False,PROCESSO CRIMINAL > Procedimentos Investigatórios > Inquérito Policial
280,277,Auto de Prisão em Flagrante,A,3,False,PROCESSO CRIMINAL > Procedimentos Investigatórios > Auto de Prisão em Flagrante
281,268,Procedimento Comum,A,2,True,PROCESSO CRIMINAL > Procedimento Comum
282,281,Ação Penal de Competência do Júri,A,3,False,PROCESSO CRIMINAL > Procedimento Comum > Ação Penal de Competência do Júri
283,281,Ação Penal - Procedimento Ordinário,A,3,False,PROCESSO CRIMINAL > Procedimento Comum > Ação Penal - Procedimento Ordinário
284,268,Processo Especial,A,2,True,PROCESSO CRIMINAL > Processo Especial
285,284,Processo Especial do Código de Processo Penal,A,3,True,PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal
287,285,Crimes de Responsabilidade dos Funcionários Públicos,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal > Crimes de Responsabilidade dos Funcionários Públicos
288,285,"Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular",A,4,False,"PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal > Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular"
289,285,Crimes Contra a Propriedade Imaterial,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal > Crimes Contra a Propriedade Imaterial
290,285,Processo Sumário (Detenção),I,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal > Processo Sumário (Detenção)
291,285,Restauração de Autos Criminal,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial do Código de Processo Penal > Restauração de Autos Criminal
292,284,Processo Especial de Leis Esparsas,A,3,True,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas
293,292,Crimes Ambientais,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Crimes Ambientais
294,292,Crimes Contra a Propriedade Industrial,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Crimes Contra a Propriedade Industrial
295,292,Crimes Contra a Propriedade Intelectual,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Crimes Contra a Propriedade Intelectual
297,292,Crimes de Imprensa,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Crimes de Imprensa
299,292,Procedimento do Juizado Especial Criminal - Sumariíssimo,I,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Procedimento do Juizado Especial Criminal - Sumariíssimo
300,292,Procedimento Especial da Lei Antitóxicos,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Procedimento Especial da Lei Antitóxicos
302,292,Procedimento Especial dos Crimes de Abuso de Autoridade,A,4,False,PROCESSO CRIMINAL > Processo Especial > Processo Especial de Leis Esparsas > Procedimento Especial dos Crimes de Abuso de Autoridade
303,268,Medidas Garantidoras,A,2,True,PROCESSO CRIMINAL > Medidas Garantidoras
304,303,Liberdade,A,3,True,PROCESSO CRIMINAL > Medidas Garantidoras > Liberdade
305,304,Liberdade Provisória com ou sem fiança,A,4,False,PROCESSO CRIMINAL > Medidas Garantidoras > Liberdade > Liberdade Provisória com ou sem fiança
306,304,Relaxamento de Prisão,A,4,False,PROCESSO CRIMINAL > Medidas Garantidoras > Liberdade > Relaxamento de Prisão
307,303,Habeas Corpus Criminal,A,3,False,PROCESSO CRIMINAL > Medidas Garantidoras > Habeas Corpus Criminal
308,268,Medidas Cautelares,A,2,True,PROCESSO CRIMINAL > Medidas Cautelares
309,308,Pedido de Busca e Apreensão Criminal,A,3,False,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Busca e Apreensão Criminal
310,308,Pedido de Quebra de Sigilo de Dados e/ou Telefônico,A,3,False,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Quebra de Sigilo de Dados e/ou Telefônico
311,308,Medidas Investigatórias Sobre Organizações Criminosas,A,3,False,PROCESSO CRIMINAL > Medidas Cautelares > Medidas Investigatórias Sobre Organizações Criminosas
312,308,Pedido de Prisão,A,3,True,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Prisão
313,312,Pedido de Prisão Preventiva,A,4,False,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Prisão > Pedido de Prisão Preventiva
314,312,Pedido de Prisão Temporária,A,4,False,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Prisão > Pedido de Prisão Temporária
315,312,Pedido de Prisão/ Liberdade Vigiada para Fins de Expulsão,I,4,False,PROCESSO CRIMINAL > Medidas Cautelares > Pedido de Prisão > Pedido de Prisão/ Liberdade Vigiada para Fins de Expulsão
316,268,Questões e Processos Incidentes,A,2,True,PROCESSO CRIMINAL > Questões e Processos Incidentes
317,316,Exceções,A,3,True,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções
318,317,Exceção de Suspeição,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Suspeição
319,317,Exceção de Incompetência de Juízo,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Incompetência de Juízo
320,317,Exceção de Litispendência,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Litispendência
321,317,Exceção de Ilegitimidade de Parte,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Ilegitimidade de Parte
322,317,Exceção de Coisa Julgada,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Coisa Julgada
323,317,Exceção de Impedimento,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção de Impedimento
324,317,Exceção da Verdade,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Exceções > Exceção da Verdade
325,331,Conflito de Jurisdição,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes > Conflito de Jurisdição
326,316,Restituição de Coisas Apreendidas,A,3,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Restituição de Coisas Apreendidas
327,316,Embargos de Terceiro Criminal,A,3,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Embargos de Terceiro Criminal
328,316,Medidas Assecuratórias,A,3,True,PROCESSO CRIMINAL > Questões e Processos Incidentes > Medidas Assecuratórias
329,328,Seqüestro,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Medidas Assecuratórias > Seqüestro
330,328,Arresto / Hipoteca Legal,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Medidas Assecuratórias > Arresto / Hipoteca Legal
331,316,Incidentes,A,3,True,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes
332,331,Incidente de Falsidade,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes > Incidente de Falsidade
333,331,Insanidade Mental do Acusado,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes > Insanidade Mental do Acusado
334,268,Cartas,A,2,True,PROCESSO CRIMINAL > Cartas
335,334,Carta de Ordem Criminal,A,3,False,PROCESSO CRIMINAL > Cartas > Carta de Ordem Criminal
355,334,Carta Precatória Criminal,A,3,False,PROCESSO CRIMINAL > Cartas > Carta Precatória Criminal
375,334,Carta Rogatória Criminal,A,3,False,PROCESSO CRIMINAL > Cartas > Carta Rogatória Criminal
385,0,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS,A,1,True,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS
386,385,Execução da Pena,A,2,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Execução da Pena
406,385,Incidentes,I,2,True,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes
407,406,Conversão de Pena,I,3,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes > Conversão de Pena
408,406,Excesso ou Desvio,I,3,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes > Excesso ou Desvio
409,406,Anistia,I,3,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes > Anistia
410,406,Indulto,I,3,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes > Indulto
411,406,Comutação de Pena,I,3,False,EXECUÇÃO PENAL E DE MEDIDAS ALTERNATIVAS > Incidentes > Comutação de Pena
412,268,Recursos,A,2,True,PROCESSO CRIMINAL > Recursos
413,412,Agravo de Execução Penal,A,3,False,PROCESSO CRIMINAL > Recursos > Agravo de Execução Penal
416,412,Apelação em Mandado de Segurança,I,3,False,PROCESSO CRIMINAL > Recursos > Apelação em Mandado de Segurança
417,412,Apelação Criminal,A,3,False,PROCESSO CRIMINAL > Recursos > Apelação Criminal
418,412,Carta Testemunhável,A,3,False,PROCESSO CRIMINAL > Recursos > Carta Testemunhável
419,412,Correição Parcial Criminal,A,3,False,PROCESSO CRIMINAL > Recursos > Correição Parcial Criminal
420,412,Embargos de Declaração Criminal,A,3,False,PROCESSO CRIMINAL > Recursos > Embargos de Declaração Criminal
421,412,Embargos Infringentes e de Nulidade,A,3,False,PROCESSO CRIMINAL > Recursos > Embargos Infringentes e de Nulidade
422,412,Protesto por Novo Júri,I,3,False,PROCESSO CRIMINAL > Recursos > Protesto por Novo Júri
424,412,Recurso de Medida Cautelar Criminal,A,3,False,PROCESSO CRIMINAL > Recursos > Recurso de Medida Cautelar Criminal
425,412,Recurso de Sentença Criminal,I,3,False,PROCESSO CRIMINAL > Recursos > Recurso de Sentença Criminal
426,412,Recurso em Sentido Estrito,A,3,False,PROCESSO CRIMINAL > Recursos > Recurso em Sentido Estrito
427,412,Remessa Necessária Criminal,A,3,False,PROCESSO CRIMINAL > Recursos > Remessa Necessária Criminal
428,412,Revisão Criminal,I,3,False,PROCESSO CRIMINAL > Recursos > Revisão Criminal
432,331,Desaforamento de Julgamento,A,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes > Desaforamento de Julgamento
433,331,Incidente de Uniformização de Jurisprudência,I,4,False,PROCESSO CRIMINAL > Questões e Processos Incidentes > Incidentes > Incidente de Uniformização de Jurisprudência
436,1107,Procedimento do Juizado Especial Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimento do Juizado Especial Cível
457,215,Pedido de Uniformização de Interpretação de Lei Cível,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes > Pedido de Uniformização de Interpretação de Lei Cível
460,197,Recurso Inominado Cível,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recurso Inominado Cível
547,0,PROCEDIMENTOS DE INFÂNCIA E JUVENTUDE,A,1,True,PROCEDIMENTOS DE INFÂNCIA E JUVENTUDE
976,1067,Ação Anulatória de Cláusulas Convencionais,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Ação Anulatória de Cláusulas Convencionais
980,1067,Ação de Cumprimento,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Ação de Cumprimento
985,1067,Ação Trabalhista - Rito Ordinário,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Ação Trabalhista - Rito Ordinário
986,1067,Inquérito para Apuração de Falta Grave,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Inquérito para Apuração de Falta Grave
987,1067,Dissídio Coletivo,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Dissídio Coletivo
988,1067,Dissídio Coletivo de Greve,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas > Dissídio Coletivo de Greve
990,1068,Execução de Título Extrajudicial,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista > Execução de Título Extrajudicial
991,1068,Execução de Termo de Ajuste de Conduta,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista > Execução de Termo de Ajuste de Conduta
992,1068,Execução de Termo de Conciliação de CCP,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista > Execução de Termo de Conciliação de CCP
993,1068,Execução de Certidão de Crédito Judicial,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista > Execução de Certidão de Crédito Judicial
994,1068,Execução Provisória em Autos Suplementares,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista > Execução Provisória em Autos Suplementares
1000,1209,Agravo,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo
1001,1209,Agravo de Instrumento em Agravo de Petição,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo de Instrumento em Agravo de Petição
1002,1209,Agravo de Instrumento em Recurso de Revista,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo de Instrumento em Recurso de Revista
1003,1209,Agravo de Instrumento em Recurso Ordinário,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo de Instrumento em Recurso Ordinário
1004,1209,Agravo de Petição,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo de Petição
1005,1209,Agravo Regimental Trabalhista,A,5,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Agravos > Agravo Regimental Trabalhista
1006,1071,Embargos,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Embargos
1007,1071,Embargos Infringentes,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Embargos Infringentes
1008,1071,Recurso de Revista,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Recurso de Revista
1009,1071,Recurso Ordinário Trabalhista,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas > Recurso Ordinário Trabalhista
1013,5,Agravo em Recurso de Habeas Corpus,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Agravo em Recurso de Habeas Corpus
1015,5,Embargos de Divergência em Recurso de Mandado de Segurança,I,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos de Divergência em Recurso de Mandado de Segurança
1016,5,Embargos de Divergência em Agravo Regimental,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos de Divergência em Agravo Regimental
1017,5,Embargos à Execução em Mandado de Segurança,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos à Execução em Mandado de Segurança
1018,5,Embargos à Execução em Ação Recisoria,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos à Execução em Ação Recisoria
1019,5,Embargos à Execução em Medida Cautelar,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos à Execução em Medida Cautelar
1020,5,Execução em Ação Rescisória,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Execução em Ação Rescisória
1021,5,Execução em Sentença Estrangeira,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Execução em Sentença Estrangeira
1022,5,Execução em Sentença Estrangeira Contestada,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Execução em Sentença Estrangeira Contestada
1023,5,Execução em Mandado de Segurança,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Execução em Mandado de Segurança
1024,5,Execução em Medida Cautelar,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Execução em Medida Cautelar
1025,5,Incidente de Deslocamento de Competência ,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Incidente de Deslocamento de Competência 
1026,5,Homologação de Decisão Estrangeira,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Homologação de Decisão Estrangeira
1027,5,Sentença Estrangeira Contestada,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Sentença Estrangeira Contestada
1028,5,Sindicância,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Sindicância
1029,5,Mandado de Segurança,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Mandado de Segurança
1030,5,Reclamação,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Reclamação
1031,5,Recurso Ordinário,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Recurso Ordinário
1032,5,Recurso Especial,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Recurso Especial
1033,5,Ação Penal,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Ação Penal
1034,5,Interpelação Judicial,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Interpelação Judicial
1035,5,Apelação Cível,I,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Apelação Cível
1036,5,Suspensão de Liminar e de Sentença,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Suspensão de Liminar e de Sentença
1037,5,Embargos Infringentes em Apelação Cível,I,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos Infringentes em Apelação Cível
1038,5,Representação,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Representação
1040,5,Requisição de Pequeno Valor,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Requisição de Pequeno Valor
1042,5,Inquérito,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Inquérito
1044,5,Agravo de Instrumento,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Agravo de Instrumento
1045,5,Agravo em Recurso Extraordinário,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Agravo em Recurso Extraordinário
1046,5,Agravo em Recurso de Mandado de Segurança,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Agravo em Recurso de Mandado de Segurança
1047,5,Carta Rogatória,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Carta Rogatória
1049,5,Habeas Data,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Habeas Data
1053,5,Conflito de Atribuição,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Conflito de Atribuição
1054,5,Conflito de Competência,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Conflito de Competência
1057,5,Petição,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Petição
1062,5,Medida Cautelar,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Medida Cautelar
1063,5,Exceção da Verdade,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Exceção da Verdade
1064,5,Remessa Necessária em Habeas Corpus,A,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Remessa Necessária em Habeas Corpus
1066,5,Embargos Infringentes em Ação Rescisória,I,2,False,SUPERIOR TRIBUNAL DE JUSTIÇA > Embargos Infringentes em Ação Rescisória
1067,1107,Procedimentos Trabalhistas,A,4,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Trabalhistas
1068,158,Processo de Execução Trabalhista,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Processo de Execução Trabalhista
1070,214,Incidentes Trabalhistas,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Outros Procedimentos > Incidentes Trabalhistas
1071,197,Recursos Trabalhistas,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Recursos > Recursos Trabalhistas
